Metadata_Well	cell_count	batch_id	sc_type	Metadata_Plate	Metadata_Plate_Map_Name	Metadata_well_position	Metadata_plating_density	Metadata_line_ID	Metadata_timepoint
K07	5	BR00103267	colony	BR00103267	cmQTL1-4_mt	K07	10000	D	6
K08	82	BR00103267	colony	BR00103267	cmQTL1-4_mt	K08	10000	D	6
K09	5	BR00103267	colony	BR00103267	cmQTL1-4_mt	K09	20000	E	6
K10	22	BR00103267	colony	BR00103267	cmQTL1-4_mt	K10	20000	E	6
K11	60	BR00103267	colony	BR00103267	cmQTL1-4_mt	K11	15000	D	6
K12	262	BR00103267	colony	BR00103267	cmQTL1-4_mt	K12	15000	D	6
K14	12	BR00103267	colony	BR00103267	cmQTL1-4_mt	K14	15000	E	6
K17	61	BR00103267	colony	BR00103267	cmQTL1-4_mt	K17	10000	F	6
K18	303	BR00103267	colony	BR00103267	cmQTL1-4_mt	K18	10000	F	6
K19	11	BR00103267	colony	BR00103267	cmQTL1-4_mt	K19	20000	A	6
K20	37	BR00103267	colony	BR00103267	cmQTL1-4_mt	K20	20000	A	6
K21	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	K21	15000	D	6
K22	40	BR00103267	colony	BR00103267	cmQTL1-4_mt	K22	15000	D	6
K23	9	BR00103267	colony	BR00103267	cmQTL1-4_mt	K23	10000	B	6
K24	26	BR00103267	colony	BR00103267	cmQTL1-4_mt	K24	10000	B	6
L01	1651	BR00103267	colony	BR00103267	cmQTL1-4_mt	L01	15000	F	6
L02	2235	BR00103267	colony	BR00103267	cmQTL1-4_mt	L02	15000	F	6
L03	68	BR00103267	colony	BR00103267	cmQTL1-4_mt	L03	15000	B	6
L04	135	BR00103267	colony	BR00103267	cmQTL1-4_mt	L04	15000	B	6
L05	460	BR00103267	colony	BR00103267	cmQTL1-4_mt	L05	20000	C	6
L06	522	BR00103267	colony	BR00103267	cmQTL1-4_mt	L06	20000	C	6
L07	311	BR00103267	colony	BR00103267	cmQTL1-4_mt	L07	10000	D	6
L08	400	BR00103267	colony	BR00103267	cmQTL1-4_mt	L08	10000	D	6
L09	62	BR00103267	colony	BR00103267	cmQTL1-4_mt	L09	20000	E	6
L10	54	BR00103267	colony	BR00103267	cmQTL1-4_mt	L10	20000	E	6
L11	757	BR00103267	colony	BR00103267	cmQTL1-4_mt	L11	15000	D	6
L12	820	BR00103267	colony	BR00103267	cmQTL1-4_mt	L12	15000	D	6
L13	17	BR00103267	colony	BR00103267	cmQTL1-4_mt	L13	15000	E	6
L14	19	BR00103267	colony	BR00103267	cmQTL1-4_mt	L14	15000	E	6
L15	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	L15	5000	A	6
L16	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	L16	5000	A	6
L17	582	BR00103267	colony	BR00103267	cmQTL1-4_mt	L17	10000	F	6
L18	997	BR00103267	colony	BR00103267	cmQTL1-4_mt	L18	10000	F	6
L19	173	BR00103267	colony	BR00103267	cmQTL1-4_mt	L19	20000	A	6
L20	379	BR00103267	colony	BR00103267	cmQTL1-4_mt	L20	20000	A	6
L21	135	BR00103267	colony	BR00103267	cmQTL1-4_mt	L21	15000	D	6
L22	346	BR00103267	colony	BR00103267	cmQTL1-4_mt	L22	15000	D	6
L23	61	BR00103267	colony	BR00103267	cmQTL1-4_mt	L23	10000	B	6
L24	90	BR00103267	colony	BR00103267	cmQTL1-4_mt	L24	10000	B	6
M01	11	BR00103267	colony	BR00103267	cmQTL1-4_mt	M01	10000	B	6
M02	44	BR00103267	colony	BR00103267	cmQTL1-4_mt	M02	10000	B	6
M03	26	BR00103267	colony	BR00103267	cmQTL1-4_mt	M03	20000	A	6
M04	142	BR00103267	colony	BR00103267	cmQTL1-4_mt	M04	20000	A	6
M06	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	M06	5000	A	6
M07	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	M07	5000	B	6
M08	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	M08	5000	B	6
M09	7	BR00103267	colony	BR00103267	cmQTL1-4_mt	M09	10000	A	6
M10	18	BR00103267	colony	BR00103267	cmQTL1-4_mt	M10	10000	A	6
M11	7	BR00103267	colony	BR00103267	cmQTL1-4_mt	M11	5000	F	6
M12	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	M12	5000	F	6
M13	8	BR00103267	colony	BR00103267	cmQTL1-4_mt	M13	20000	E	6
M14	15	BR00103267	colony	BR00103267	cmQTL1-4_mt	M14	20000	E	6
M15	55	BR00103267	colony	BR00103267	cmQTL1-4_mt	M15	20000	C	6
M16	93	BR00103267	colony	BR00103267	cmQTL1-4_mt	M16	20000	C	6
M17	22	BR00103267	colony	BR00103267	cmQTL1-4_mt	M17	20000	B	6
M18	88	BR00103267	colony	BR00103267	cmQTL1-4_mt	M18	20000	B	6
M19	11	BR00103267	colony	BR00103267	cmQTL1-4_mt	M19	20000	D	6
M20	78	BR00103267	colony	BR00103267	cmQTL1-4_mt	M20	20000	D	6
M21	117	BR00103267	colony	BR00103267	cmQTL1-4_mt	M21	20000	C	6
M22	271	BR00103267	colony	BR00103267	cmQTL1-4_mt	M22	20000	C	6
M23	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	M23	15000	E	6
M24	1	BR00103267	colony	BR00103267	cmQTL1-4_mt	M24	15000	E	6
N01	104	BR00103267	colony	BR00103267	cmQTL1-4_mt	N01	10000	B	6
N02	126	BR00103267	colony	BR00103267	cmQTL1-4_mt	N02	10000	B	6
N03	374	BR00103267	colony	BR00103267	cmQTL1-4_mt	N03	20000	A	6
N04	551	BR00103267	colony	BR00103267	cmQTL1-4_mt	N04	20000	A	6
N05	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	N05	5000	A	6
N06	10	BR00103267	colony	BR00103267	cmQTL1-4_mt	N06	5000	A	6
N07	7	BR00103267	colony	BR00103267	cmQTL1-4_mt	N07	5000	B	6
N08	23	BR00103267	colony	BR00103267	cmQTL1-4_mt	N08	5000	B	6
N09	68	BR00103267	colony	BR00103267	cmQTL1-4_mt	N09	10000	A	6
N10	115	BR00103267	colony	BR00103267	cmQTL1-4_mt	N10	10000	A	6
N11	38	BR00103267	colony	BR00103267	cmQTL1-4_mt	N11	5000	F	6
N12	87	BR00103267	colony	BR00103267	cmQTL1-4_mt	N12	5000	F	6
N13	44	BR00103267	colony	BR00103267	cmQTL1-4_mt	N13	20000	E	6
N14	60	BR00103267	colony	BR00103267	cmQTL1-4_mt	N14	20000	E	6
N15	385	BR00103267	colony	BR00103267	cmQTL1-4_mt	N15	20000	C	6
N16	674	BR00103267	colony	BR00103267	cmQTL1-4_mt	N16	20000	C	6
N17	198	BR00103267	colony	BR00103267	cmQTL1-4_mt	N17	20000	B	6
N18	543	BR00103267	colony	BR00103267	cmQTL1-4_mt	N18	20000	B	6
N19	182	BR00103267	colony	BR00103267	cmQTL1-4_mt	N19	20000	D	6
N20	1037	BR00103267	colony	BR00103267	cmQTL1-4_mt	N20	20000	D	6
N21	512	BR00103267	colony	BR00103267	cmQTL1-4_mt	N21	20000	C	6
N22	606	BR00103267	colony	BR00103267	cmQTL1-4_mt	N22	20000	C	6
N23	13	BR00103267	colony	BR00103267	cmQTL1-4_mt	N23	15000	E	6
N24	19	BR00103267	colony	BR00103267	cmQTL1-4_mt	N24	15000	E	6
O03	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	O03	5000	D	6
O05	86	BR00103267	colony	BR00103267	cmQTL1-4_mt	O05	10000	F	6
O06	397	BR00103267	colony	BR00103267	cmQTL1-4_mt	O06	10000	F	6
O07	20	BR00103267	colony	BR00103267	cmQTL1-4_mt	O07	15000	D	6
O08	240	BR00103267	colony	BR00103267	cmQTL1-4_mt	O08	15000	D	6
O09	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	O09	5000	C	6
O10	68	BR00103267	colony	BR00103267	cmQTL1-4_mt	O10	5000	C	6
O11	29	BR00103267	colony	BR00103267	cmQTL1-4_mt	O11	15000	A	6
O12	163	BR00103267	colony	BR00103267	cmQTL1-4_mt	O12	15000	A	6
O13	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	O13	5000	B	6
O15	321	BR00103267	colony	BR00103267	cmQTL1-4_mt	O15	15000	F	6
O16	1265	BR00103267	colony	BR00103267	cmQTL1-4_mt	O16	15000	F	6
O17	8	BR00103267	colony	BR00103267	cmQTL1-4_mt	O17	10000	C	6
O18	34	BR00103267	colony	BR00103267	cmQTL1-4_mt	O18	10000	C	6
O19	22	BR00103267	colony	BR00103267	cmQTL1-4_mt	O19	15000	B	6
O20	107	BR00103267	colony	BR00103267	cmQTL1-4_mt	O20	15000	B	6
O21	15	BR00103267	colony	BR00103267	cmQTL1-4_mt	O21	10000	A	6
O22	38	BR00103267	colony	BR00103267	cmQTL1-4_mt	O22	10000	A	6
O23	61	BR00103267	colony	BR00103267	cmQTL1-4_mt	O23	15000	C	6
O24	126	BR00103267	colony	BR00103267	cmQTL1-4_mt	O24	15000	C	6
P01	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	P01	10000	E	6
P02	13	BR00103267	colony	BR00103267	cmQTL1-4_mt	P02	10000	E	6
P03	34	BR00103267	colony	BR00103267	cmQTL1-4_mt	P03	5000	D	6
P04	57	BR00103267	colony	BR00103267	cmQTL1-4_mt	P04	5000	D	6
P05	951	BR00103267	colony	BR00103267	cmQTL1-4_mt	P05	10000	F	6
P06	1113	BR00103267	colony	BR00103267	cmQTL1-4_mt	P06	10000	F	6
P07	745	BR00103267	colony	BR00103267	cmQTL1-4_mt	P07	15000	D	6
P08	1367	BR00103267	colony	BR00103267	cmQTL1-4_mt	P08	15000	D	6
P09	45	BR00103267	colony	BR00103267	cmQTL1-4_mt	P09	5000	C	6
P10	30	BR00103267	colony	BR00103267	cmQTL1-4_mt	P10	5000	C	6
P11	249	BR00103267	colony	BR00103267	cmQTL1-4_mt	P11	15000	A	6
P12	417	BR00103267	colony	BR00103267	cmQTL1-4_mt	P12	15000	A	6
P15	2757	BR00103267	colony	BR00103267	cmQTL1-4_mt	P15	15000	F	6
P16	3040	BR00103267	colony	BR00103267	cmQTL1-4_mt	P16	15000	F	6
P17	126	BR00103267	colony	BR00103267	cmQTL1-4_mt	P17	10000	C	6
P18	141	BR00103267	colony	BR00103267	cmQTL1-4_mt	P18	10000	C	6
P19	158	BR00103267	colony	BR00103267	cmQTL1-4_mt	P19	15000	B	6
P20	274	BR00103267	colony	BR00103267	cmQTL1-4_mt	P20	15000	B	6
P21	155	BR00103267	colony	BR00103267	cmQTL1-4_mt	P21	10000	A	6
P22	235	BR00103267	colony	BR00103267	cmQTL1-4_mt	P22	10000	A	6
P23	259	BR00103267	colony	BR00103267	cmQTL1-4_mt	P23	15000	C	6
P24	321	BR00103267	colony	BR00103267	cmQTL1-4_mt	P24	15000	C	6
A01	45	BR00103268	all	BR00103268	cmQTL5-8_mt	A01	1000	A	24
A02	60	BR00103268	all	BR00103268	cmQTL5-8_mt	A02	1000	A	24
A03	224	BR00103268	all	BR00103268	cmQTL5-8_mt	A03	3000	B	24
A04	212	BR00103268	all	BR00103268	cmQTL5-8_mt	A04	3000	B	24
A05	80	BR00103268	all	BR00103268	cmQTL5-8_mt	A05	1000	E	24
A06	76	BR00103268	all	BR00103268	cmQTL5-8_mt	A06	1000	E	24
A07	30	BR00103268	all	BR00103268	cmQTL5-8_mt	A07	2000	C	24
A08	52	BR00103268	all	BR00103268	cmQTL5-8_mt	A08	2000	C	24
A09	261	BR00103268	all	BR00103268	cmQTL5-8_mt	A09	4000	D	24
A10	257	BR00103268	all	BR00103268	cmQTL5-8_mt	A10	4000	D	24
A11	162	BR00103268	all	BR00103268	cmQTL5-8_mt	A11	2000	E	24
A12	225	BR00103268	all	BR00103268	cmQTL5-8_mt	A12	2000	E	24
A13	128	BR00103268	all	BR00103268	cmQTL5-8_mt	A13	3000	A	24
A14	248	BR00103268	all	BR00103268	cmQTL5-8_mt	A14	3000	A	24
A15	106	BR00103268	all	BR00103268	cmQTL5-8_mt	A15	2000	B	24
A16	133	BR00103268	all	BR00103268	cmQTL5-8_mt	A16	2000	B	24
A17	76	BR00103268	all	BR00103268	cmQTL5-8_mt	A17	4000	C	24
A18	104	BR00103268	all	BR00103268	cmQTL5-8_mt	A18	4000	C	24
A19	203	BR00103268	all	BR00103268	cmQTL5-8_mt	A19	3000	B	24
A20	230	BR00103268	all	BR00103268	cmQTL5-8_mt	A20	3000	B	24
A21	28	BR00103268	all	BR00103268	cmQTL5-8_mt	A21	3000	C	24
A22	51	BR00103268	all	BR00103268	cmQTL5-8_mt	A22	3000	C	24
A23	11	BR00103268	all	BR00103268	cmQTL5-8_mt	A23	4000	A	24
A24	6	BR00103268	all	BR00103268	cmQTL5-8_mt	A24	4000	A	24
B01	134	BR00103268	all	BR00103268	cmQTL5-8_mt	B01	1000	A	24
B02	126	BR00103268	all	BR00103268	cmQTL5-8_mt	B02	1000	A	24
B03	425	BR00103268	all	BR00103268	cmQTL5-8_mt	B03	3000	B	24
B04	309	BR00103268	all	BR00103268	cmQTL5-8_mt	B04	3000	B	24
B05	180	BR00103268	all	BR00103268	cmQTL5-8_mt	B05	1000	E	24
B06	217	BR00103268	all	BR00103268	cmQTL5-8_mt	B06	1000	E	24
B07	90	BR00103268	all	BR00103268	cmQTL5-8_mt	B07	2000	C	24
B08	35	BR00103268	all	BR00103268	cmQTL5-8_mt	B08	2000	C	24
B09	386	BR00103268	all	BR00103268	cmQTL5-8_mt	B09	4000	D	24
B10	313	BR00103268	all	BR00103268	cmQTL5-8_mt	B10	4000	D	24
B11	259	BR00103268	all	BR00103268	cmQTL5-8_mt	B11	2000	E	24
B12	292	BR00103268	all	BR00103268	cmQTL5-8_mt	B12	2000	E	24
B13	302	BR00103268	all	BR00103268	cmQTL5-8_mt	B13	3000	A	24
B14	335	BR00103268	all	BR00103268	cmQTL5-8_mt	B14	3000	A	24
B15	136	BR00103268	all	BR00103268	cmQTL5-8_mt	B15	2000	B	24
B16	235	BR00103268	all	BR00103268	cmQTL5-8_mt	B16	2000	B	24
B17	121	BR00103268	all	BR00103268	cmQTL5-8_mt	B17	4000	C	24
B18	175	BR00103268	all	BR00103268	cmQTL5-8_mt	B18	4000	C	24
B19	269	BR00103268	all	BR00103268	cmQTL5-8_mt	B19	3000	B	24
B20	267	BR00103268	all	BR00103268	cmQTL5-8_mt	B20	3000	B	24
B21	58	BR00103268	all	BR00103268	cmQTL5-8_mt	B21	3000	C	24
B22	110	BR00103268	all	BR00103268	cmQTL5-8_mt	B22	3000	C	24
B23	11	BR00103268	all	BR00103268	cmQTL5-8_mt	B23	4000	A	24
B24	18	BR00103268	all	BR00103268	cmQTL5-8_mt	B24	4000	A	24
C01	25	BR00103268	all	BR00103268	cmQTL5-8_mt	C01	1000	C	24
C02	19	BR00103268	all	BR00103268	cmQTL5-8_mt	C02	1000	C	24
C03	180	BR00103268	all	BR00103268	cmQTL5-8_mt	C03	2000	D	24
C04	210	BR00103268	all	BR00103268	cmQTL5-8_mt	C04	2000	D	24
C05	87	BR00103268	all	BR00103268	cmQTL5-8_mt	C05	1000	B	24
C06	82	BR00103268	all	BR00103268	cmQTL5-8_mt	C06	1000	B	24
C07	133	BR00103268	all	BR00103268	cmQTL5-8_mt	C07	2000	A	24
C08	139	BR00103268	all	BR00103268	cmQTL5-8_mt	C08	2000	A	24
C09	351	BR00103268	all	BR00103268	cmQTL5-8_mt	C09	4000	B	24
C10	516	BR00103268	all	BR00103268	cmQTL5-8_mt	C10	4000	B	24
C11	116	BR00103268	all	BR00103268	cmQTL5-8_mt	C11	3000	F	24
C12	189	BR00103268	all	BR00103268	cmQTL5-8_mt	C12	3000	F	24
C13	138	BR00103268	all	BR00103268	cmQTL5-8_mt	C13	1000	D	24
C14	158	BR00103268	all	BR00103268	cmQTL5-8_mt	C14	1000	D	24
C15	192	BR00103268	all	BR00103268	cmQTL5-8_mt	C15	4000	F	24
C16	187	BR00103268	all	BR00103268	cmQTL5-8_mt	C16	4000	F	24
C17	226	BR00103268	all	BR00103268	cmQTL5-8_mt	C17	2000	D	24
C18	267	BR00103268	all	BR00103268	cmQTL5-8_mt	C18	2000	D	24
C19	69	BR00103268	all	BR00103268	cmQTL5-8_mt	C19	1000	A	24
C20	63	BR00103268	all	BR00103268	cmQTL5-8_mt	C20	1000	A	24
C21	251	BR00103268	all	BR00103268	cmQTL5-8_mt	C21	2000	E	24
C22	327	BR00103268	all	BR00103268	cmQTL5-8_mt	C22	2000	E	24
C23	527	BR00103268	all	BR00103268	cmQTL5-8_mt	C23	4000	D	24
C24	570	BR00103268	all	BR00103268	cmQTL5-8_mt	C24	4000	D	24
D01	24	BR00103268	all	BR00103268	cmQTL5-8_mt	D01	1000	C	24
D02	39	BR00103268	all	BR00103268	cmQTL5-8_mt	D02	1000	C	24
D03	271	BR00103268	all	BR00103268	cmQTL5-8_mt	D03	2000	D	24
D04	181	BR00103268	all	BR00103268	cmQTL5-8_mt	D04	2000	D	24
D05	128	BR00103268	all	BR00103268	cmQTL5-8_mt	D05	1000	B	24
D06	124	BR00103268	all	BR00103268	cmQTL5-8_mt	D06	1000	B	24
D07	214	BR00103268	all	BR00103268	cmQTL5-8_mt	D07	2000	A	24
D08	186	BR00103268	all	BR00103268	cmQTL5-8_mt	D08	2000	A	24
D09	525	BR00103268	all	BR00103268	cmQTL5-8_mt	D09	4000	B	24
D10	538	BR00103268	all	BR00103268	cmQTL5-8_mt	D10	4000	B	24
D11	195	BR00103268	all	BR00103268	cmQTL5-8_mt	D11	3000	F	24
D12	215	BR00103268	all	BR00103268	cmQTL5-8_mt	D12	3000	F	24
D13	164	BR00103268	all	BR00103268	cmQTL5-8_mt	D13	1000	D	24
D14	148	BR00103268	all	BR00103268	cmQTL5-8_mt	D14	1000	D	24
D15	276	BR00103268	all	BR00103268	cmQTL5-8_mt	D15	4000	F	24
D16	312	BR00103268	all	BR00103268	cmQTL5-8_mt	D16	4000	F	24
D17	252	BR00103268	all	BR00103268	cmQTL5-8_mt	D17	2000	D	24
D18	221	BR00103268	all	BR00103268	cmQTL5-8_mt	D18	2000	D	24
D19	124	BR00103268	all	BR00103268	cmQTL5-8_mt	D19	1000	A	24
D20	86	BR00103268	all	BR00103268	cmQTL5-8_mt	D20	1000	A	24
D21	402	BR00103268	all	BR00103268	cmQTL5-8_mt	D21	2000	E	24
D22	252	BR00103268	all	BR00103268	cmQTL5-8_mt	D22	2000	E	24
D23	744	BR00103268	all	BR00103268	cmQTL5-8_mt	D23	4000	D	24
D24	678	BR00103268	all	BR00103268	cmQTL5-8_mt	D24	4000	D	24
E01	75	BR00103268	all	BR00103268	cmQTL5-8_mt	E01	1000	D	24
E02	91	BR00103268	all	BR00103268	cmQTL5-8_mt	E02	1000	D	24
E03	397	BR00103268	all	BR00103268	cmQTL5-8_mt	E03	4000	B	24
E04	422	BR00103268	all	BR00103268	cmQTL5-8_mt	E04	4000	B	24
E05	156	BR00103268	all	BR00103268	cmQTL5-8_mt	E05	4000	F	24
E06	144	BR00103268	all	BR00103268	cmQTL5-8_mt	E06	4000	F	24
E07	67	BR00103268	all	BR00103268	cmQTL5-8_mt	E07	3000	E	24
E08	93	BR00103268	all	BR00103268	cmQTL5-8_mt	E08	3000	E	24
E09	150	BR00103268	all	BR00103268	cmQTL5-8_mt	E09	2000	F	24
E10	140	BR00103268	all	BR00103268	cmQTL5-8_mt	E10	2000	F	24
E11	8	BR00103268	all	BR00103268	cmQTL5-8_mt	E11	4000	A	24
E12	5	BR00103268	all	BR00103268	cmQTL5-8_mt	E12	4000	A	24
E13	184	BR00103268	all	BR00103268	cmQTL5-8_mt	E13	2000	B	24
E14	209	BR00103268	all	BR00103268	cmQTL5-8_mt	E14	2000	B	24
E15	137	BR00103268	all	BR00103268	cmQTL5-8_mt	E15	1000	E	24
E16	175	BR00103268	all	BR00103268	cmQTL5-8_mt	E16	1000	E	24
E17	48	BR00103268	all	BR00103268	cmQTL5-8_mt	E17	2000	F	24
E18	65	BR00103268	all	BR00103268	cmQTL5-8_mt	E18	2000	F	24
E19	40	BR00103268	all	BR00103268	cmQTL5-8_mt	E19	2000	C	24
E20	64	BR00103268	all	BR00103268	cmQTL5-8_mt	E20	2000	C	24
E21	81	BR00103268	all	BR00103268	cmQTL5-8_mt	E21	1000	B	24
E22	79	BR00103268	all	BR00103268	cmQTL5-8_mt	E22	1000	B	24
E23	526	BR00103268	all	BR00103268	cmQTL5-8_mt	E23	4000	B	24
E24	686	BR00103268	all	BR00103268	cmQTL5-8_mt	E24	4000	B	24
F01	153	BR00103268	all	BR00103268	cmQTL5-8_mt	F01	1000	D	24
F02	253	BR00103268	all	BR00103268	cmQTL5-8_mt	F02	1000	D	24
F03	671	BR00103268	all	BR00103268	cmQTL5-8_mt	F03	4000	B	24
F04	619	BR00103268	all	BR00103268	cmQTL5-8_mt	F04	4000	B	24
F05	196	BR00103268	all	BR00103268	cmQTL5-8_mt	F05	4000	F	24
F06	181	BR00103268	all	BR00103268	cmQTL5-8_mt	F06	4000	F	24
F07	195	BR00103268	all	BR00103268	cmQTL5-8_mt	F07	3000	E	24
F08	123	BR00103268	all	BR00103268	cmQTL5-8_mt	F08	3000	E	24
F09	181	BR00103268	all	BR00103268	cmQTL5-8_mt	F09	2000	F	24
F10	125	BR00103268	all	BR00103268	cmQTL5-8_mt	F10	2000	F	24
F11	6	BR00103268	all	BR00103268	cmQTL5-8_mt	F11	4000	A	24
F12	5	BR00103268	all	BR00103268	cmQTL5-8_mt	F12	4000	A	24
F13	192	BR00103268	all	BR00103268	cmQTL5-8_mt	F13	2000	B	24
F14	261	BR00103268	all	BR00103268	cmQTL5-8_mt	F14	2000	B	24
F15	217	BR00103268	all	BR00103268	cmQTL5-8_mt	F15	1000	E	24
F16	213	BR00103268	all	BR00103268	cmQTL5-8_mt	F16	1000	E	24
F17	52	BR00103268	all	BR00103268	cmQTL5-8_mt	F17	2000	F	24
F18	112	BR00103268	all	BR00103268	cmQTL5-8_mt	F18	2000	F	24
F19	56	BR00103268	all	BR00103268	cmQTL5-8_mt	F19	2000	C	24
F20	69	BR00103268	all	BR00103268	cmQTL5-8_mt	F20	2000	C	24
F21	86	BR00103268	all	BR00103268	cmQTL5-8_mt	F21	1000	B	24
F22	107	BR00103268	all	BR00103268	cmQTL5-8_mt	F22	1000	B	24
F23	855	BR00103268	all	BR00103268	cmQTL5-8_mt	F23	4000	B	24
F24	835	BR00103268	all	BR00103268	cmQTL5-8_mt	F24	4000	B	24
G01	143	BR00103268	all	BR00103268	cmQTL5-8_mt	G01	3000	E	24
G02	130	BR00103268	all	BR00103268	cmQTL5-8_mt	G02	3000	E	24
G03	222	BR00103268	all	BR00103268	cmQTL5-8_mt	G03	3000	D	24
G04	278	BR00103268	all	BR00103268	cmQTL5-8_mt	G04	3000	D	24
G05	101	BR00103268	all	BR00103268	cmQTL5-8_mt	G05	1000	C	24
G06	68	BR00103268	all	BR00103268	cmQTL5-8_mt	G06	1000	C	24
G07	150	BR00103268	all	BR00103268	cmQTL5-8_mt	G07	2000	E	24
G08	188	BR00103268	all	BR00103268	cmQTL5-8_mt	G08	2000	E	24
G09	326	BR00103268	all	BR00103268	cmQTL5-8_mt	G09	4000	D	24
G10	407	BR00103268	all	BR00103268	cmQTL5-8_mt	G10	4000	D	24
G11	107	BR00103268	all	BR00103268	cmQTL5-8_mt	G11	1000	F	24
G12	96	BR00103268	all	BR00103268	cmQTL5-8_mt	G12	1000	F	24
G13	336	BR00103268	all	BR00103268	cmQTL5-8_mt	G13	3000	A	24
G14	297	BR00103268	all	BR00103268	cmQTL5-8_mt	G14	3000	A	24
G15	63	BR00103268	all	BR00103268	cmQTL5-8_mt	G15	1000	F	24
G16	109	BR00103268	all	BR00103268	cmQTL5-8_mt	G16	1000	F	24
G17	287	BR00103268	all	BR00103268	cmQTL5-8_mt	G17	4000	E	24
G18	308	BR00103268	all	BR00103268	cmQTL5-8_mt	G18	4000	E	24
G19	55	BR00103268	all	BR00103268	cmQTL5-8_mt	G19	1000	F	24
G20	64	BR00103268	all	BR00103268	cmQTL5-8_mt	G20	1000	F	24
G21	47	BR00103268	all	BR00103268	cmQTL5-8_mt	G21	1000	C	24
G22	39	BR00103268	all	BR00103268	cmQTL5-8_mt	G22	1000	C	24
G23	209	BR00103268	all	BR00103268	cmQTL5-8_mt	G23	2000	A	24
G24	299	BR00103268	all	BR00103268	cmQTL5-8_mt	G24	2000	A	24
H01	465	BR00103268	all	BR00103268	cmQTL5-8_mt	H01	3000	E	24
H02	286	BR00103268	all	BR00103268	cmQTL5-8_mt	H02	3000	E	24
H03	438	BR00103268	all	BR00103268	cmQTL5-8_mt	H03	3000	D	24
H04	352	BR00103268	all	BR00103268	cmQTL5-8_mt	H04	3000	D	24
H05	78	BR00103268	all	BR00103268	cmQTL5-8_mt	H05	1000	C	24
H06	70	BR00103268	all	BR00103268	cmQTL5-8_mt	H06	1000	C	24
H07	230	BR00103268	all	BR00103268	cmQTL5-8_mt	H07	2000	E	24
H08	266	BR00103268	all	BR00103268	cmQTL5-8_mt	H08	2000	E	24
H09	386	BR00103268	all	BR00103268	cmQTL5-8_mt	H09	4000	D	24
H10	304	BR00103268	all	BR00103268	cmQTL5-8_mt	H10	4000	D	24
H11	159	BR00103268	all	BR00103268	cmQTL5-8_mt	H11	1000	F	24
H12	74	BR00103268	all	BR00103268	cmQTL5-8_mt	H12	1000	F	24
H13	348	BR00103268	all	BR00103268	cmQTL5-8_mt	H13	3000	A	24
H14	287	BR00103268	all	BR00103268	cmQTL5-8_mt	H14	3000	A	24
H15	79	BR00103268	all	BR00103268	cmQTL5-8_mt	H15	1000	F	24
H16	109	BR00103268	all	BR00103268	cmQTL5-8_mt	H16	1000	F	24
H17	382	BR00103268	all	BR00103268	cmQTL5-8_mt	H17	4000	E	24
H18	429	BR00103268	all	BR00103268	cmQTL5-8_mt	H18	4000	E	24
H19	100	BR00103268	all	BR00103268	cmQTL5-8_mt	H19	1000	F	24
H20	130	BR00103268	all	BR00103268	cmQTL5-8_mt	H20	1000	F	24
H21	40	BR00103268	all	BR00103268	cmQTL5-8_mt	H21	1000	C	24
H22	46	BR00103268	all	BR00103268	cmQTL5-8_mt	H22	1000	C	24
H23	282	BR00103268	all	BR00103268	cmQTL5-8_mt	H23	2000	A	24
H24	373	BR00103268	all	BR00103268	cmQTL5-8_mt	H24	2000	A	24
I01	355	BR00103268	all	BR00103268	cmQTL5-8_mt	I01	3000	A	24
I02	393	BR00103268	all	BR00103268	cmQTL5-8_mt	I02	3000	A	24
I03	102	BR00103268	all	BR00103268	cmQTL5-8_mt	I03	3000	C	24
I04	188	BR00103268	all	BR00103268	cmQTL5-8_mt	I04	3000	C	24
I05	155	BR00103268	all	BR00103268	cmQTL5-8_mt	I05	4000	E	24
I06	181	BR00103268	all	BR00103268	cmQTL5-8_mt	I06	4000	E	24
I07	185	BR00103268	all	BR00103268	cmQTL5-8_mt	I07	4000	F	24
I08	237	BR00103268	all	BR00103268	cmQTL5-8_mt	I08	4000	F	24
I09	261	BR00103268	all	BR00103268	cmQTL5-8_mt	I09	3000	C	24
I10	320	BR00103268	all	BR00103268	cmQTL5-8_mt	I10	3000	C	24
I11	84	BR00103268	all	BR00103268	cmQTL5-8_mt	I11	2000	C	24
I12	92	BR00103268	all	BR00103268	cmQTL5-8_mt	I12	2000	C	24
I13	146	BR00103268	all	BR00103268	cmQTL5-8_mt	I13	3000	F	24
I14	199	BR00103268	all	BR00103268	cmQTL5-8_mt	I14	3000	F	24
I15	201	BR00103268	all	BR00103268	cmQTL5-8_mt	I15	1000	E	24
I16	148	BR00103268	all	BR00103268	cmQTL5-8_mt	I16	1000	E	24
